movie_title,recommend,
harry potter and the deathly hallows: part i,"['harry potter and the deathly hallows: part ii', 'harry potter and the half-blood prince', 'harry potter and the goblet of fire', 'harry potter and the chamber of secrets', 'harry potter and the prisoner of azkaban', ""harry potter and the sorcerer's stone"", 'warcraft', 'oz the great and powerful', 'conan the destroyer', 'destroyer', 'nanny mcphee', 'stone', 'dragonslayer', 'fantasia 2000', 'seventh son', 'city of ember', 'beautiful creatures', 'conan the barbarian', 'the covenant', 'the chronicles of narnia: the voyage of the dawn treader', 'shazam!']",
the hunger games: mockingjay - part 1,"['the hunger games', 'the hunger games: mockingjay - part 2', 'the hunger games: catching fire', 'insurgent', 'allegiant', 'red sparrow', 'the 5th wave', 'the host', 'x-men: days of future past', 'the maze runner', 'i am legend', 'the scorch trials', ""cirque du freak: the vampire's assistant"", 'divergent', 'journey to the center of the earth', 'war of the worlds', 'escape from l.a.', 'battlefield earth', 'priest', 'i am number four', 'the darkest minds']",
the da vinci code,"['angels & demons', 'splash', 'jack reacher', 'the devotion of suspect x', 'the bourne ultimatum', 'eyes wide shut', 'now you see me', 'the ladykillers', 'the green mile', 'larry crowne', 'that thing you do!', 'the international', 'jason lives: friday the 13th part vi', 'extremely loud & incredibly close', 'minority report', 'mystic river', 'ransom', 'edtv', 'brokedown palace', 'november', ""the general's daughter""]",
rio 2,"['rio', 'ice age: dawn of the dinosaurs', 'the rugrats movie', 'the brave little toaster', 'cars 3', 'smurfs: the lost village', 'zambezia', 'the secret life of pets 2', 'the jungle book 2', 'frozen', 'cars', 'the croods', 'free birds', 'winnie the pooh', 'ice age: the meltdown', 'sherlock gnomes', 'cars 2', 'stuart little 2', 'the angry birds movie 2', 'despicable me 3', 'alvin and the chipmunks: chipwrecked']",
x-men 2,"['the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot', 'the grandmaster']",
fast five,"['the fast and the furious', 'furious 7', '2 fast 2 furious', 'the fate of the furious', 'the fast and the furious: tokyo drift', 'need for speed', 'death race', 'takers', 'snakes on a plane', 'a man apart', 'knockaround guys', 'gone in sixty seconds', 'riddick', 'the other guys', '2 guns', 'faster', 'rush hour 2', 'the sentinel', 'paparazzi', 'getaway', 'into the blue']",
sherlock holmes: a game of shadows,"['sherlock holmes', 'rocknrolla', 'harper', 'sky captain and the world of tomorrow', 'righteous kill', 'death calls', 'maximum risk', 'allegiant', 'in dreams', 'avengers: age of ultron', 'iron man 3', 'jack reacher', 'gothika', 'the corruptor', 'alex cross', 'once upon a time in mexico', 'paparazzi', 'getaway', 'captain america: civil war', 'into the blue', 'zodiac']",
clash of the titans,"['wrath of the titans', 'the legend of hercules', 'transporter 2', 'deep rising', 'rob roy', 'hercules', 'krull', 'viy', 'star wars: episode i - the phantom menace', 'gods of egypt', 'the league of extraordinary gentlemen', 'warriors of virtue', 'the bounty', 'the transporter', 'the chronicles of riddick', 'atlantis: the lost empire', 'immortals', 'aquaman', 'ironclad', 'raise the titanic', 'the nut job']",
total recall,"['resident evil', 'battle for the planet of the apes', 'def-con 4', 'the running man', 'mutant world', 'the host', 'starship troopers', 'hollow man', 'death race 2000', 'the chronicles of riddick', 'resident evil: retribution', 'allegiant', 'tank girl', 'robocop 3', 'beneath the planet of the apes', 'minority report', 'the 5th wave', 'after earth', 'the 6th day', 'resident evil: apocalypse', 'resident evil: extinction']",
the 13th warrior,"['flight of the phoenix', 'conan the barbarian', 'the lord of the rings: the two towers', 'die hard with a vengeance', 'flyboys', '55 days at peking', 'big mommas: like father like son', 'the hunt for red october', 'from a house on willow street', 'crocodile dundee ii', 'red cliff', 'conan the destroyer', 'underworld: evolution', 'destroyer', 'last action hero', 'the princess and the cobbler', 'the league of extraordinary gentlemen', 'four brothers', 'centurion', ""the legend of hell's gate: an american conspiracy"", 'the adventures of tintin']",
the bourne legacy,"['s.w.a.t.', 'the hunt for red october', 'vertical limit', 'mission: impossible - rogue nation', 'the core', 'domino', 'into the grizzly maze', 'die another day', 'spy game', 'flight of the phoenix', 'triple threat', 'the bourne supremacy', 'the taking of pelham 1 2 3', 'underworld: evolution', 'the mask of zorro', 'into the blue', 'courage under fire', 'bad company', 'unstoppable', 'mission: impossible - ghost protocol', 'the fan']",
batman & robin,"['batman returns', 'batman forever', 'batman', 'the dark knight', 'kill bill: vol. 2', 'green lantern', 'batman begins', 'blade: trinity', 'batman v superman: dawn of justice', 'superman', 'doomsday', 'the lego batman movie', 'batman: the dark knight returns part 2', 'justice league', 'superman returns', 'man of steel', 'teen titans go! to the movies', 'x-men: apocalypse', 'gods and monsters', 'superman iii', 'independence day: resurgence']",
how the grinch stole christmas,"['edtv', 'splash', 'the santa clause', 'the santa clause 2', 'noelle', 'the dilemma', 'osmosis jones', 'jingle all the way', 'son of the mask', 'frost/nixon', '1776', 'christmas with the kranks', 'elf', 'the grinch', 'my dog skip', 'arthur christmas', 'unaccompanied minors', 'scrooged', 'a charlie brown christmas', 'the muppet christmas carol', 'the waterboy']",
the day after tomorrow,"['independence day: resurgence', 'g.i. joe: the rise of cobra', 'the core', 'armageddon', 'pandorum', 'escape from l.a.', 'white house down', 'the saint', '2012', 'independence day', 'the lovers', 'stealth', 'megiddo: the omega code 2', 'terminator salvation', 'hollow man', 'bubble boy', 'the omega code', 'the chronicles of riddick', 'volcano', 'flight of the phoenix', 'paycheck']",
mission: impossible ii,"['mission: impossible iii', 'mission: impossible', 'stealth', 'the hunt for red october', 'mission: impossible – fallout', 'a good day to die hard', 'hitman', 'top gun', 'you only live twice', 'into the blue', 'quantum of solace', ""charlie's angels: full throttle"", 'days of thunder', 'mission: impossible - rogue nation', 'xxx: state of the union', 'for your eyes only', 'diamonds are forever', 'licence to kill', 'mission: impossible - ghost protocol', 'die hard with a vengeance', 'race to witch mountain']",
the perfect storm,"['limbo', 'gemini man', 'outbreak', 'the glimmer man', 'the finest hours', 'raise the titanic', 'poseidon', 'air force one', 'unleashed', 'midnight in the garden of good and evil', 'plastic', 'the abyss', 'the color of money', 'the grey', 'my name is khan', 'airlift', 'vertical limit', 'flight of the phoenix', 'the neverending story', '47 meters down', 'extortion']",
fantastic 4: rise of the silver surfer,"['fantastic four', 'captain america: civil war', 'guardians of the galaxy vol. 2', 'avengers: age of ultron', 'guardians of the galaxy', 'captain america: the winter soldier', 'thor: ragnarok', 'superman ii', 'superman returns', 'the avengers', 'captain america: the first avenger', 'the wolverine', 'deadpool', 'x-men origins: wolverine', 'the incredible hulk', 'doomsday', 'ant-man', 'justice league', 'dragonball: evolution', 'hulk', 'lockout']",
life of pi,"['pi', 'phillauri', 'the ice storm', 'the bfg', 'stand by me', 'white squall', 'thomas and the magic railroad', 'baahubali: the beginning', 'warriors of virtue', 'ordet', 'lilo & stitch', 'the age of adaline', ""a warrior's tail"", 'grand theft parsons', 'gemini man', 'the twilight saga: new moon', 'ride with the devil', 'where the wild things are', 'taking woodstock', 'the neverending story', 'rapa nui']",
ghost rider,"['ghost rider: spirit of vengeance', 'arsenal', 'drive angry', 'left behind', 'stolen', 'kiss of death', 'justice league dark', 'ultramarines: a warhammer 40000 movie', 'the scorpion king', 'x-men: days of future past', 'the shadow', 'running with the devil', 'elektra', 'the spirit', 'into the storm', 'vengeance: a love story', 'the dirties', 'little nicky', 'the rundown', 'mighty joe young', 'tales from the crypt: demon knight']",
jason bourne,"['the bourne supremacy', 'green zone', 'the bourne ultimatum', ""ocean's thirteen"", 'the bourne identity', 'conspiracy theory', 'elysium', 'spy game', 'the long kiss goodnight', 'courage under fire', 'the running man', 'mile 22', 'the brothers grimm', 'syriana', 'once upon a time in mexico', 'paparazzi', 'getaway', 'the kingdom', 'resident evil', 'knock off', 'dying of the light']",
charlie's angels: full throttle,"[""charlie's angels"", ""what's the worst that could happen?"", 'beavis and butt-head do america', 'johnny english reborn', ""we're no angels"", 'striptease', 'flight of the phoenix', 'the art of war', 'kick-ass 2', 'spy kids: all the time in the world in 4d', 'i spy', 'kangaroo jack', 'the glimmer man', 'blue streak', 'bad santa', 'how to be a player', 'osmosis jones', 'agent cody banks', 'the spy who dumped me', 'madagascar: escape 2 africa', 'g-force']",
prometheus,"['alien: covenant', 'alien', 'impostor', 'aliens', 'transformers: age of extinction', 'transformers', 'men in black 3', 'blade runner', 'independence day: resurgence', 'soldier', 'x-men: apocalypse', 'mars needs moms', 'star trek: generations', 'the saint', 'earth to echo', 'independence daysaster', 'transformers: revenge of the fallen', 'mad max: fury road', 'x-men: first class', 'star trek: insurrection', 'race to witch mountain']",
stuart little 2,"['stuart little', 'zambezia', 'tangled', 'goosebumps', 'thunder and the house of magic', 'the dragon spell', 'sinbad: legend of the seven seas', 'toy story 4', 'shrek forever after', 'the smurfs 2', 'return to never land', 'the secret life of pets 2', 'little monsters', 'the tale of despereaux', 'the croods', ""gulliver's travels"", 'doogal', ""legend of the guardians: the owls of ga'hoole"", 'the peanuts movie', 'the spongebob movie: sponge out of water', 'barnyard']",
elysium,"['chappie', 'rakka', 'district 9', 'surrogates', 'in time', 'red planet', 'code 46', 'titan a.e.', 'firebase', 'the 6th day', 'automata', 'fortress', 'batman: the dark knight returns part 2', 'terminator genisys', 'rise of the planet of the apes', 'equilibrium', 'repo men', 'looper', 'lockout', 'megiddo: the omega code 2', 'mad max: fury road']",
the chronicles of riddick,"['riddick', 'babylon a.d.', 'pitch black', 'guardians of the galaxy', 'escape from l.a.', 'megiddo: the omega code 2', 'wing commander', 'after earth', 'allegiant', 'titan a.e.', 'the 5th wave', 'dune', 'the running man', 'fortress', 'the saint', 'inspector gadget', 'oblivion', 'rise of the planet of the apes', 'the host', 'death race', 'star trek: generations']",
robocop,"['robocop 3', 'fortress', 'repo men', 'ghost in the shell', 'lost in space', 'split second', 'resident evil: apocalypse', 'resident evil: extinction', 'the running man', 'batman: the dark knight returns part 2', 'criminal', 'chappie', 'elite squad', 'timecop', 'megiddo: the omega code 2', 'dark city', 'elysium', 'hollow man', 'surrogates', 'ballistic: ecks vs. sever', 'impostor']",
speed racer,"['the karate kid', 'jupiter ascending', 'cars 2', 'herbie fully loaded', 'the spy next door', 'mars needs moms', 'born to fly: elizabeth streb vs. gravity', 'days of thunder', 'the virgin suicides', 'talladega nights: the ballad of ricky bobby', 'race to witch mountain', 'cats & dogs: the revenge of kitty galore', 'independence daysaster', 'the matrix', 'secretariat', 'parental guidance', '12 rounds', 'whip it', 'arthur christmas', 'nanny mcphee returns', 'summer 1993']",
how do you know,"['darling companion', 'if beale street could talk', 'the other end of the line', 'mr 3000', 'keeping the faith', 'the seagull', 'how to lose friends & alienate people', 'elsa & fred', 'mamma mia! here we go again', 'as good as it gets', 'a lot like love', 'the spectacular now', 'how stella got her groove back', 'home fries', 'just wright', 'fever pitch', 'harvard man', 'rock of ages', 'what a girl wants', 'the rules of attraction', 'aloha']",
knight and day,"['hit and run', 'true lies', 'top gun', 'macgruber', 'did you hear about the morgans?', 'peeples', 'the nutty professor', 'the alamo', 'duplicity', 'you again', 'quigley down under', 'that awkward moment', 'george and the dragon', 'ride along', 'cats', 'meet dave', 'johnny english', 'jerry maguire', 'kate & leopold', 'spy kids: all the time in the world in 4d', 'the back-up plan']",
oblivion,"['after earth', 'allegiant', 'destiny', 'star trek into darkness', 'mad max: fury road', 'the chronicles of riddick', '9', 'pandorum', 'edge of tomorrow', 'titan a.e.', 'tron: legacy', 'minority report', 'tomorrowland', 'war of the worlds', 'independence daysaster', 'lockout', 'jupiter ascending', 'megiddo: the omega code 2', 'star trek: the motion picture', 'the purge: election year', 'race to witch mountain']",
star wars: episode iii - revenge of the sith,"['star wars: episode ii - attack of the clones', 'star wars: episode i - the phantom menace', 'highlander: endgame', 'the omega code', 'star wars: episode vi - return of the jedi', 'star wars: episode v - the empire strikes back', 'stargate: the ark of truth', 'star trek beyond', 'destiny', 'man of steel', 'jumper', 'megiddo: the omega code 2', 'space battleship yamato', 'wing commander', 'teenage mutant ninja turtles iii', 'the amazing spider-man 2', 'thor: the dark world', 'thor', 'clockstoppers', 'star trek iii: the search for spock', 'star trek into darkness']",
