movie_title,recommend
minions,"['despicable me 2', 'Despicable Me 3', 'the crocodile hunter: collision course', 'the incredible burt wonderstone', 'monsters vs. aliens', 'the secret life of pets', ""mr. bean's holiday"", 'dinner for schmucks', 'g-force', 'despicable me', 'mars needs moms', 'night at the museum: battle of the smithsonian', 'spy kids 2: island of lost dreams', 'hot tub time machine 2', 'seeking a friend for the end of the world', 'paul blart: mall cop', 'night at the museum', 'journey 2: the mysterious island', 'zathura: a space adventure', 'space chimps', 'kung pow: enter the fist']"
sucker punch,"[""legend of the guardians: the owls of ga'hoole"", 'Justice League', 'man of steel', '300', 'Pacific Rim: Uprising', 'shrek forever after', 'the core', 'drive angry', 'taken 3', 'the hunt for red october', 'legion', 'highlander', 'into the grizzly maze', 'vertical limit', 'batman v superman: dawn of justice', 'transformers', 'bullet to the head', 'zathura: a space adventure', 'Beirut', 'courage under fire', 'the man who knew too little']"
snake eyes,"['the black dahlia', 'femme fatale', 'redacted', 'blow out', 'runner runner', 'the untouchables', 'city by the sea', 'kiss of death', 'hide and seek', 'ca$h', 'body double', 'heist', 'Arsenal', 'raising cain', 'righteous kill', 'eye see you', 'the pelican brief', 'max payne', 'left behind', 'stolen', 'the frozen ground']"
sphere,"['the x files: i want to believe', '10 cloverfield lane', 'impostor', 'lifeforce', 'atlas shrugged: who is john galt?', 'yesterday was a lie', 'the x files', 'e.t. the extra-terrestrial', 'jason x', 'femme fatale', 'the abyss', 'the jacket', 'aliens', 'sound of my voice', 'dreamcatcher', 'super 8', 'The Circle', 'allegiant', 'how stella got her groove back', 'men in black', 'copycat']"
the angry birds movie,"['The Angry Birds Movie 2', 'pixels', 'ice age: continental drift', 'the pirates! band of misfits', 'keanu', 'Playing with Fire', 'legend of kung fu rabbit', 'cars 2', 'monsters vs. aliens', 'the spy next door', 'garfield', 'ice age: dawn of the dinosaurs', 'journey 2: the mysterious island', 'The Lego Batman Movie', 'the nut job', 'g-force', 'megamind', 'wish i was here', 'alvin and the chipmunks: the road chip', 'minions', 'Teen Titans Go! To the Movies']"
fool's gold,"['the bounty hunter', 'sahara', 'george and the dragon', 'never say never again', 'the rundown', 'agent cody banks', 'six days seven nights', 'hitch', 'the mask of zorro', 'knock off', 'lords of london', 'the saint', 'inspector gadget', 'failure to launch', 'serving sara', 'the wedding planner', 'the bounty', 'dick tracy', 'point break', 'how to lose a guy in 10 days', 'sweet home alabama']"
funny people,"['this is 40', 'the 40-year-old virgin', 'shooting the warwicks', 'trainwreck', 'the ridiculous 6', 'winter passing', 'knocked up', 'punch-drunk love', 'bedtime stories', ""that's my boy"", 'big daddy', 'jack and jill', 'man on the moon', 'happy gilmore', 'our idiot brother', 'Sandy Wexler', 'coyote ugly', 'blended', 'man of the year', 'rudderless', 'click']"
the kingdom,"['collateral damage', ""the devil's own"", 'romeo is bleeding', 'mercury rising', 'Beirut', 'pride and glory', 'lone survivor', 'under siege 2: dark territory', 'patriot games', 'the odd life of timothy green', ""smokin' aces"", 'collateral', 'ninja assassin', 'underclassman', 'men of war', 'open road', 'elektra', 'london has fallen', 'domino', 'the specialist', 'max payne']"
talladega nights: the ballad of ricky bobby,"['the other guys', 'step brothers', 'macgruber', 'anchorman: the legend of ron burgundy', 'anchorman 2: the legend continues', 'casa de mi padre', 'winter passing', 'the joneses', 'see spot run', 'dodgeball: a true underdog story', 'cats & dogs: the revenge of kitty galore', 'the lego movie', 'speed racer', '22 jump street', 'friends with benefits', 'cars 2', 'land of the lost', 'blades of glory', 'kicking & screaming', 'the campaign', 'i spy']"
dr. dolittle 2,"['Rufus 2', 'doctor dolittle', 'evan almighty', 'paddington', 'stuart little', 'Christopher Robin', 'the adventures of elmo in grouchland', 'the princess diaries 2: royal engagement', 'the crocodile hunter: collision course', 'home on the range', 'over the hedge', 'night at the museum: battle of the smithsonian', 'night at the museum: secret of the tomb', 'epic', 'furry vengeance', ""charlotte's web"", 'khumba', ""cats don't dance"", 'alvin and the chipmunks', ""mr. bean's holiday"", 'The Grinch']"
braveheart,"['gettysburg', 'mongol: the rise of genghis khan', 'jefferson in paris', 'bathory: countess of blood', 'the fall of the roman empire', 'free state of jones', 'flyboys', 'gods and generals', 'Midway', 'rob roy', 'the 33', 'the color of freedom', 'passchendaele', 'lincoln', 'glory', 'one night with the king', 'escape from alcatraz', 'lion of the desert', 'the legend of suriyothai', 'henry v', 'gandhi']"
jarhead,"['american ninja 2: the confrontation', 'sands of iwo jima', '1917', 'stone cold', 'flyboys', 'three kings', 'end of watch', 'born of war', 'windtalkers', 'The Standoff at Sparrow Creek', 'the great raid', 'courage under fire', 'henry v', '21 Bridges', 'tora! tora! tora!', 'american sniper', 'the book thief', 'arn: the knight templar', ""all the queen's men"", 'deuces wild', '13 hours']"
the simpsons movie,"['the muse', 'flushed away', 'the boxtrolls', 'the secret life of pets', 'Ralph Breaks the Internet', 'mr. peabody & sherman', 'the lego movie', ""madagascar 3: europe's most wanted"", 'free birds', 'winnie the pooh', 'the three stooges', 'cars 2', 'monsters vs. aliens', 'virgin territory', 'ramona and beezus', 'finding nemo', 'the pirates! band of misfits', ""the pirates who don't do anything: a veggietales movie"", 'Cream', 'Spies in Disguise', 'inside out']"
the majestic,"['lovely, still', 'the shawshank redemption', 'the green mile', 'the x files', ""cats don't dance"", 'rock of ages', 'sideways', 'sweet november', 'the mist', 'Destination Wedding', 'grace of monaco', 'the greatest story ever told', 'mrs. winterbourne', 'a thin line between love and hate', 'the jimmy show', 'harrison montgomery', 'the vow', 'youth in revolt', 'promised land', 'bride & prejudice', 'ride with the devil']"
driven,"['cliffhanger', 'fight to the finish', 'rocky balboa', 'grudge match', 'the specialist', 'death race 2000', 'the expendables', 'get carter', 'creed', 'Rambo: Last Blood', 'heroes of dirt', 'Escape Plan: The Extractors', 'the fan', 'rambo iii', 'days of thunder', 'tango & cash', 'the karate kid', 'supercross', 'rocky', 'for love of the game', 'without limits']"
two brothers,"['the young and prodigious t.s. spivet', 'pierrot le fou', 'enemy at the gates', 'seven years in tibet', 'the game of their lives', 'wild', 'hope springs', 'snow day', 'letters to god', 'lilo & stitch', 'the masked saint', 'mooz-lum', 'journey from the fall', 'dream with the fishes', 'the conformist', 'flushed away', 'the rugrats movie', 'the horseman on the roof', 'flicka', 'fetching cody', 'to save a life']"
the village,"['lady in the water', ""winter's tale"", 'tuck everlasting', 'love happens', 'good dick', 'jurassic world', 'suspect zero', 'unbreakable', 'signs', 'eye of the beholder', 'manderlay', 'the words', 'love & other drugs', 'wicker park', 'chloe', 'inescapable', 'exotica', '50/50', 'the quiet american', 'birth', 'all good things']"
doctor dolittle,"['dr. dolittle 2', 'alvin and the chipmunks: the squeakquel', 'thomas and the magic railroad', 'the santa clause', ""A Dog's Purpose"", 'The Cleanse', 'please give', 'paddington', 'herbie fully loaded', 'simon birch', ""legends of oz: dorothy's return"", 'because of winn-dixie', 'the princess diaries 2: royal engagement', 'the odd life of timothy green', 'the adventurer: the curse of the midas box', 'the little vampire', 'doogal', 'elf', 'the good dinosaur', 'nanny mcphee returns', 'pieces of april']"
signs,"['unbreakable', 'the happening', 'impostor', 'dreamcatcher', 'the x files: i want to believe', 'the 5th wave', 'under the skin', 'after earth', 'moon', 'monsters', 'independence day: resurgence', 'the invasion', 'sphere', 'the village', 'igby goes down', 'down in the valley', 'captive', 'The Discovery', 'elysium', 'iBoy', 'children of men']"
shrek 2,"['shrek', 'shrek the third', 'Frozen II', 'tangled', 'frozen', 'ella enchanted', 'thunder and the house of magic', 'The Dragon Spell', 'enchanted', 'shrek forever after', 'sinbad: legend of the seven seas', ""happily n'ever after"", 'the croods', 'Sherlock Gnomes', 'Maleficent: Mistress of Evil', 'cinderella', 'cars 2', 'the neverending story', 'kung fu panda 3', 'puss in boots', 'The Addams Family']"
cars,"['Cars 3', 'cars 2', ""a bug's life"", 'toy story 2', 'toy story', 'up', 'Sherlock Gnomes', 'Playing with Fire', 'toy story 3', 'Ralph Breaks the Internet', 'crocodile dundee ii', 'the road to el dorado', 'the ant bully', 'hoodwinked too! hood vs. evil', 'Smurfs: The Lost Village', 'wall·e', 'rio 2', 'the crocodile hunter: collision course', 'Oh, Hello: On Broadway', 'The Secret Life of Pets 2', 'alvin and the chipmunks: the road chip']"
runaway bride,"['pretty woman', 'the princess diaries 2: royal engagement', ""my best friend's wedding"", 'the princess diaries', 'the mexican', 'georgia rule', ""america's sweethearts"", 'mystic pizza', 'duplicity', 'admission', 'the story of us', ""new year's eve"", 'the trouble with harry', 'raising helen', ""valentine's day"", 'my big fat greek wedding 2', 'trust the man', 'barfi', 'enough said', 'the book of life', ""he's just not that into you""]"
xxx,"['the fast and the furious', 'stealth', 'the chronicles of riddick', 'alex cross', 'the last witch hunter', 'the mummy: tomb of the dragon emperor', 'a man apart', 'The Hurricane Heist', 'babylon a.d.', 'furious 7', 'riddick', 'The Fate of the Furious', 'daylight', 'guardians of the galaxy', 'the pacifier', 'xXx: Return of Xander Cage', 'raise the titanic', 'the skulls', 'reign of fire', 'the saint', 'the scorpion king']"
the spongebob movie: sponge out of water,"['the spongebob squarepants movie', 'hop', 'the smurfs', 'aliens in the attic', 'alvin and the chipmunks: chipwrecked', 'thunder and the house of magic', 'The Dragon Spell', 'looney tunes: back in action', 'sinbad: legend of the seven seas', 'Toy Story 4', 'shrek forever after', 'the smurfs 2', 'alvin and the chipmunks: the road chip', 'the polar express', 'the croods', 'doogal', 'The Lego Movie 2: The Second Part', 'muppets from space', 'Sherlock Gnomes', 'Playmobil: The Movie', 'the lego movie']"
ransom,"['point break', 'blood ties', 'get shorty', 'blood in, blood out', 'lethal weapon 4', 'lethal weapon 3', 'romeo must die', 'mercury rising', 'the whole ten yards', 'hollywood homicide', 'the last castle', 'secret in their eyes', 'flightplan', 'switchback', 'freeze frame', 'Wind River', 'red dragon', 'duplicity', 'edtv', 'a man apart', 'double take']"
inglourious basterds,"['fury', 'centurion', 'the counselor', 'seven years in tibet', 'little boy', 'the monuments men', 'the book thief', 'arn: the knight templar', 'A Hidden Life', 'kill bill: vol. 2', 'saints and soldiers', 'Once Upon a Time in Hollywood', 'Jojo Rabbit', 'true romance', 'the great escape', 'the legend of tarzan', 'the great train robbery', 'django unchained', 'legends of the fall', 'steve jobs', 'the boy in the striped pajamas']"
hook,"['return to never land', 'night at the museum: battle of the smithsonian', 'night at the museum: secret of the tomb', 'mirror mirror', 'the ant bully', 'the adventures of elmo in grouchland', 'Smurfs: The Lost Village', 'super mario bros.', 'george and the dragon', 'night at the museum', ""charlotte's web"", 'the mexican', 'puss in boots', 'the borrowers', 'the princess and the cobbler', 'the bfg', 'the magic sword: quest for camelot', 'aladdin', 'happy feet 2', 'inkheart', 'valiant']"
die hard 2,"['die hard with a vengeance', 'Once Upon a Time in Venice', 'con air', 'die hard', '12 rounds', 'live free or die hard', 'beverly hills cop iii', 'a good day to die hard', 'deep blue sea', 'Sicario: Day of the Soldado', 'Escape Plan: The Extractors', 'clear and present danger', 'the expendables 2', 'cliffhanger', 'Stratton', 'Stratton', 'the bourne supremacy', 'the jackal', 'the siege', 'the cold light of day', 'body of lies']"
s.w.a.t.,"['the sentinel', ""charlie's angels"", 'harley davidson and the marlboro man', 'in too deep', 'kill the messenger', 'mission: impossible - rogue nation', 'four brothers', 'the scorpion king', 'tango & cash', 'gangster squad', 'cellular', 'showdown in little tokyo', 'domino', 'mindhunters', 'nowhere to run', 'Wind River', '2 fast 2 furious', 'the art of war', 'money talks', 'a lonely place to die', 'Extortion']"
vanilla sky,"['eternal sunshine of the spotless mind', 'the i inside', ""freddy's dead: the final nightmare"", ""the time traveler's wife"", 'the butterfly effect', 'The Shadow Effect', 'paycheck', 'godsend', 'the dead zone', 'memento', 'dragonfly', 'Bad Kids of Crestview Academy', 'the thirteenth floor', 'jerry maguire', 'edge of tomorrow', 'Guardians', 'frequency', 'phenomenon', 'minority report', 'a nightmare on elm street 5: the dream child', 'sleep dealer']"
lady in the water,"['the village', 'unbreakable', 'young sherlock holmes', 'Glass', 'midnight in the garden of good and evil', 'manderlay', 'ghost', 'max payne', 'left behind', 'insidious', 'dreamer: inspired by a true story', 'catch-22', 'good dick', 'what lies beneath', 'the net', 'the return', 'the sixth sense', 'the in crowd', 'clockwatchers', 'jonah hex', 'red riding hood']"
avp: alien vs. predator,"['aliens vs. predator: requiem', 'resident evil', 'lifeforce', 'hollow man', 'resident evil: retribution', 'under the skin', 'the dead undead', 'soldier', 'jason x', 'resident evil: afterlife', 'predator', 'skyline', 'ultramarines: a warhammer 40,000 movie', 'death race', 'alien 3', 'mortal kombat', 'predators', 'event horizon', 'starship troopers', 'firestarter', 'the purge: election year']"
alvin and the chipmunks: the squeakquel,"['alvin and the chipmunks: the road chip', 'alvin and the chipmunks: chipwrecked', 'alvin and the chipmunks', 'hoodwinked too! hood vs. evil', 'free birds', 'nanny mcphee returns', 'monsters vs. aliens', 'hop', 'cats & dogs: the revenge of kitty galore', 'the smurfs', 'doctor dolittle', 'inside out', 'winnie the pooh', 'the spongebob movie: sponge out of water', 'a monster in paris', 'mean girls', 'the lego movie', 'cars 2', 'aliens in the attic', 'the wild thornberrys movie', 'ramona and beezus']"
we were soldiers,"['12 Strong', 'the longest day', '13 hours', 'the great raid', 'a bridge too far', 'the alamo', 'airlift', 'Dunkirk', ""one man's hero"", 'heaven is for real', 'platoon', 'the legend of suriyothai', 'Ford v Ferrari', 'henry v', 'force 10 from navarone', '5 days of war', 'arn: the knight templar', 'the protector', 'k-19: the widowmaker', 'the thin red line', 'pearl harbor']"
