director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Lasse Hallström,Christopher Evan Welch,Comedy Drama,Hope Davis,the hoa,James Biberi
Craig R. Baxley,Sam McMurray,Action Crime Drama Thriller,Brian Bosworth,stone col,Richard Gant
John Hillcoat,Charlize Theron,Adventure Drama,Viggo Mortensen,the roa,Robert Duvall
John Guillermin,Donovan Scott,Adventure Fantasy,Tanya Roberts,sheen,Ted Wass
Marcos Siega,Nick Cannon,Action Comedy Crime Drama Thriller,Cheech Marin,underclassma,Kaylee DeFer
J.B. Rogers,Chris Klein,Comedy Romance,Eddie Cibrian,say it isn't s,Jack Plotnick
Roger Donaldson,Antony Starr,Biography Drama Sport,Anthony Hopkins,the world's fastest india,Craig Hall
David R. Ellis,Kenan Thompson,Action Adventure Crime Drama Thriller,Lin Shaye,snakes on a plan,Rachel Blanchard
Rachel Talalay,Lori Petty,Action Comedy Sci-Fi,Naomi Watts,tank gir,Jeff Kober
Jeffrey W. Byrd,Loretta Devine,Comedy Crime,Donald Faison,king's ranso,Regina Hall
Fernando Meirelles,Joe Pingue,Drama Mystery Sci-Fi Thriller,Don McKellar,blindnes,Yûsuke Iseya
Uwe Boll,Udo Kier,Action Adventure Fantasy Horror,Meat Loaf,bloodrayn,Michael Paré
Roman Polanski,Christoph Waltz,Comedy Drama,Kate Winslet,carnag,Julie Adams
Atom Egoyan,Alison Lohman,Crime Drama Mystery Thriller,Colin Firth,where the truth lie,Rachel Blanchard
Andrew Adamson,Erica Linz,Fantasy,Dallas Barnett,cirque du soleil: worlds awa,Igor Zaripov
Robert Towne,Monica Potter,Biography Drama Sport,Billy Burke,without limit,Billy Crudup
Richard Linklater,Aidan McArdle,Drama,Zoe Kazan,me and orson welle,James Tupper
Giuseppe Tornatore,Sean Buchanan,Crime Drama Mystery Romance,Jim Sturgess,the best offe,Liya Kebede
Werner Herzog,Shea Whigham,Crime Drama,Nicolas Cage,bad lieutenant: port of call new orlean,Shawn Hatosy
Ben Stassen,Jenny McCarthy,Adventure Animation Family,Ed Begley Jr.,a turtle's tale: sammy's adventure,Stacy Keach
Guillaume Canet,Benoît Magimel,Comedy Drama,François Cluzet,little white lie,Gilles Lellouche
Taylor Hackford,Bai Ling,Comedy Drama Romance Sport,Scout Taylor-Compton,love ranc,Gil Birmingham
Jérôme Deschamps,André Wilms,Adventure Animation Comedy,Yolande Moreau,the true story of puss'n boot,Jérôme Deschamps
Inna Evlannikova,Evgeniy Mironov,Adventure Animation Comedy Family,Sergey Garmash,space dog,Aleksandr Bashirov
Ridley Scott,Brad Pitt,Crime Drama Thriller,Michael Fassbender,the counselo,Goran Visnjic
Jonathan English,Mackenzie Crook,Action Adventure History Romance,Jason Flemyng,ironcla,Derek Jacobi
Sergey Bondarchuk,Dan O'Herlihy,Action Drama History War,Rod Steiger,waterlo,Jack Hawkins
Teddy Chan,Charlie Yeung,Action Drama,Siu-Wong Fan,kung fu kille,Wai-Keung Lau
Mario Van Peebles,Mario Van Peebles,Action Thriller,Martin Kove,red sk,Jacob Vargas
Stephen Frears,Peter Capaldi,Drama Romance,Keanu Reeves,dangerous liaison,Swoosie Kurtz
Walter Salles,Viggo Mortensen,Adventure Drama,Kristen Stewart,on the roa,Kirsten Dunst
Leonard Nimoy,Nichelle Nichols,Adventure Comedy Sci-Fi,Leonard Nimoy,star trek iv: the voyage hom,Walter Koenig
Sylvester Stallone,Burt Young,Drama Sport,Sylvester Stallone,rocky balbo,Mike Tyson
Ericson Core,Edgar Ramírez,Action Crime Sport Thriller,Ray Winstone,point brea,Delroy Lindo
Wes Craven,Jada Pinkett Smith,Horror Mystery,Omar Epps,scream ,Kevin Williamson
Gavin O'Connor,Noah Emmerich,Action Drama Western,Natalie Portman,jane got a gu,Boyd Holbrook
Tim Story,Regina Hall,Comedy Romance,Romany Malco,think like a man to,David Walton
Jonathan Lynn,Matthew Perry,Comedy Crime,Bruce Willis,the whole nine yard,Natasha Henstridge
Herbert Ross,Chris Penn,Drama Music Romance,Dianne Wiest,footloos,Lori Singer
Todd Phillips,Leah Remini,Comedy,Will Ferrell,old schoo,Patrick Fischler
Terry Gilliam,David Hyde Pierce,Comedy Drama Fantasy,Jeff Bridges,the fisher kin,Harry Shearer
Danny Cannon,Mekhi Phifer,Horror Mystery,Muse Watson,i still know what you did last summe,Bill Cobbs
Bonnie Hunt,Jim Belushi,Comedy Drama Romance,Minnie Driver,return to m,Bonnie Hunt
Kevin Smith,Jeff Anderson,Comedy Romance,Gerry Bednob,zack and miri make a porn,Jennifer Schwalbach Smith
Neil LaBute,Pruitt Taylor Vince,Comedy Crime Drama,Morgan Freeman,nurse bett,Kathleen Wilhoite
Grant Heslov,Jeff Bridges,Comedy War,Kevin Spacey,the men who stare at goat,Stephen Root
George Gallo,Eddie Griffin,Action Comedy Crime Thriller,Daniel Roebuck,double tak,Garcelle Beauvais
James Mangold,Clea DuVall,Biography Drama,Angelina Jolie Pitt,"girl, interrupte",Vanessa Redgrave
Robert Luketic,Gary Cole,Comedy Romance,Topher Grace,win a date with tad hamilton,Nathan Lane
Tim Hill,F. Murray Abraham,Adventure Comedy Family Fantasy Music Sci-Fi,Josh Charles,muppets from spac,David Arquette
Sidney Lumet,Diana Ross,Adventure Family Fantasy Music Musical,Lena Horne,the wi,Theresa Merritt
Brian Robbins,Ellen Albertini Dow,Comedy Sport,Oliver Platt,ready to rumbl,Martin Landau
Ron Shelton,Robert Wagner,Comedy Drama Sport,Willie Garson,play it to the bon,Lolita Davidovich
Douglas McGrath,Busy Philipps,Comedy Romance,Olivia Munn,i don't know how she does i,Jessica Szohr
Alexandre Aja,Kelly Brook,Comedy Horror,Adam Scott,piranha 3,Jessica Szohr
Kevin Spacey,Bob Hoskins,Biography Drama Music Musical,Kevin Spacey,beyond the se,Brenda Blethyn
Steve Boyum,M.C. Gainey,Comedy Family,Paul Walker,meet the deedle,A.J. Langer
Richard Williams,Kenneth Williams,Action Adventure Animation Comedy Fantasy,Donald Pleasence,the princess and the cobble,Clive Revill
Mary McGuckian,F. Murray Abraham,Drama Romance,Robert De Niro,the bridge of san luis re,Geraldine Chaplin
George Tillman Jr.,Tom Berenger,Action Crime Drama Thriller,Dwayne Johnson,faste,Mike Epps
Hayao Miyazaki,Blythe Danner,Adventure Animation Family Fantasy,Christian Bale,howl's moving castl,Jean Simmons
Ruben Fleischer,Bill Murray,Adventure Comedy Horror Sci-Fi,Emma Stone,zombielan,Derek Graf
Peter Jackson,Thomas Kretschmann,Action Adventure Drama Romance,Naomi Watts,king kon,Evan Parke
Frank Coraci,Clint Howard,Comedy Sport,Adam Sandler,the waterbo,Peter Dante
Irvin Kershner,Kenny Baker,Action Adventure Fantasy Sci-Fi,Harrison Ford,star wars: episode v - the empire strikes bac,Anthony Daniels
Michael Bay,Tchéky Karyo,Action Comedy Crime Drama Thriller,Will Smith,bad boy,Theresa Randle
David Zucker,Priscilla Presley,Comedy Crime,George Kennedy,the naked gun 2½: the smell of fea,O.J. Simpson
James Wong,Brendan Fehr,Horror Thriller,Daniel Roebuck,final destinatio,Kerr Smith
George Clooney,Philip Seymour Hoffman,Drama,Ryan Gosling,the ides of marc,Jennifer Ehle
David Twohy,Radha Mitchell,Horror Sci-Fi,Vin Diesel,pitch blac,Cole Hauser
Tony Goldwyn,Ellen Barkin,Comedy Romance,Hugh Jackman,someone like you..,Catherine Dent
Spike Jonze,Brian Johnson,Drama Romance Sci-Fi,Scarlett Johansson,he,Matt Letscher
Dexter Fletcher,Taron Egerton,Biography Comedy Drama Sport,Hugh Jackman,eddie the eagl,Tim McInnerny
John Dahl,Jessica Bowman,Mystery Thriller,Paul Walker,joy rid,Dell Yount
Jonathan Newman,Keeley Hawes,Adventure Family Fantasy,Ioan Gruffudd,the adventurer: the curse of the midas bo,Oliver Stark
Wayne Wang,Eva Amurri Martino,Comedy Drama,Natalie Portman,anywhere but her,Shawn Hatosy
Andy Cadiff,Stark Sands,Comedy Romance,Annabella Sciorra,chasing libert,Terence Maynard
Michael Dinner,Dan Hedaya,Comedy Crime,Seymour Cassel,the cre,Lainie Kazan
Steven Soderbergh,Michael Fassbender,Action Thriller,Channing Tatum,haywir,Michael Angarano
Joseph Sargent,Mario Van Peebles,Adventure Horror Thriller,Judith Barsi,jaws: the reveng,Lynn Whitfield
Jerry Zaks,Robert De Niro,Drama,Leonardo DiCaprio,marvin's roo,Meryl Streep
Fred Durst,Dash Mihok,Biography Comedy Drama Family Sport,Tasha Smith,the longshot,Garrett Morris
Neil Jordan,Ian Hart,Drama Romance,Stephen Rea,the end of the affai,James Bolam
Simon Wincer,Tia Carrere,Action Crime Drama Thriller Western,Vanessa Williams,harley davidson and the marlboro ma,Don Johnson
Paul Haggis,Charlize Theron,Crime Drama Mystery Thriller,James Franco,in the valley of ela,Barry Corbin
Anne Fontaine,Benoît Poelvoorde,Biography Drama,Alessandro Nivola,coco before chane,Marie Gillain
Jon Cassar,Landon Liboiron,Drama Western,Demi Moore,forsake,Michael Wincott
Stephen Frears,Iben Hjejle,Comedy Drama Romance,Tom Burke,chér,Gaye Brown
,Sarah Carter,Action Crime Drama Thriller,Cole Hauser,rogue           ,Derek Luke
Mira Nair,Roger Lloyd Pack,Drama,Romola Garai,vanity fai,Lillete Dubey
Teddy Chan,Simon Yam,Action Drama History,Bingbing Fan,bodyguards and assassin,Nicholas Tse
Mikael Håfström,Kim Thomson,Fantasy Horror,Drew Powell,140,Alexandra Silber
Mel Brooks,Dick Van Patten,Adventure Comedy Sci-Fi,Joan Rivers,spaceball,Michael Winslow
Russell Crowe,Ryan Corr,Drama War,Cem Yilmaz,the water divine,Steve Bastoni
Jerry Zucker,Tony Goldwyn,Drama Fantasy Romance Thriller,Demi Moore,ghos,Phil Leeds
Bobby Farrelly,Lin Shaye,Comedy Romance,Sarah Silverman,there's something about mar,Richard Tyson
John Pasquin,Eric Lloyd,Comedy Drama Family Fantasy,Judge Reinhold,the santa claus,Peter Boyle
John Lee Hancock,Jay Hernandez,Drama Family Sport,Dennis Quaid,the rooki,Angus T. Jones
Andy Fickman,Kyra Sedgwick,Comedy Family Sport,Dwayne Johnson,the game pla,Madison Pettis
Clint Eastwood,Meryl Streep,Drama Romance,Clint Eastwood,the bridges of madison count,Debra Monk
Luke Greenfield,Michael Papajohn,Comedy Sci-Fi,Louis Lombardi,the anima,Colleen Haskell
Richard Attenborough,Amrish Puri,Biography Drama History,Candice Bergen,gandh,John Gielgud
Lasse Hallström,Charlotte Le Bon,Comedy Drama,Manish Dayal,the hundred-foot journe,Juhi Chawla
Irwin Winkler,Jeremy Northam,Action Crime Drama Mystery Thriller,Ken Howard,the ne,Ray McKinnon
Jessie Nelson,Loretta Devine,Drama,Dianne Wiest,i am sa,Richard Schiff
Christopher Spencer,Amber Rose Revah,Biography Drama History,Roma Downey,son of go,Darwin Shaw
Len Wiseman,Kevin Grevioux,Action Fantasy Thriller,Sophia Myles,underworl,Shane Brolly
Mikael Håfström,RZA,Drama Thriller,Denis O'Hare,deraile,Xzibit
Steven Soderbergh,Joel McHale,Comedy Crime Drama Thriller,Matt Damon,the informant,Thomas F. Wilson
Richard Attenborough,James Frain,Biography Drama Romance,Anthony Hopkins,shadowland,Julian Fellowes
Mike Bigelow,Eddie Griffin,Comedy,Carlos Ponce,deuce bigalow: european gigol,Charles Keating
Ken Scott,Bobby Moynihan,Comedy Drama,Jack Reynor,delivery ma,Matthew Daddario
Paul McGuigan,Spencer Wilding,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,victor frankenstei,Daniel Mays
Susanna White,Pawel Szajda,Thriller,Radivoje Bukvic,our kind of traito,Grigoriy Dobrygin
Dennis Dugan,Neil Diamond,Comedy Crime Romance,Amanda Detmer,saving silverma,Kyle Gass
David Bowers,Rachael Harris,Comedy Family,Zachary Gordon,diary of a wimpy kid: dog day,Karan Brar
Spike Lee,Jennifer Esposito,Crime Drama Romance Thriller,Mira Sorvino,summer of sa,Mike Starr
Kevin Smith,Shannon Elizabeth,Comedy,Will Ferrell,jay and silent bob strike bac,Jason Mewes
Michael Bay,Steve Buscemi,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,the islan,Djimon Hounsou
Daniel Sackheim,Bruce Dern,Crime Drama Mystery Thriller,Chris Noth,the glass hous,Trevor Morgan
Ethan Coen,Channing Tatum,Comedy Mystery,Scarlett Johansson,"hail, caesar",Alden Ehrenreich
Harry Elfont,Paulo Costanzo,Comedy Music,Rosario Dawson,josie and the pussycat,Aries Spears
Gary Fleder,James Franco,Action Crime Drama Thriller,Jason Statham,homefron,Frank Grillo
Uli Edel,Jim Carter,Adventure Comedy Family Fantasy,Richard E. Grant,the little vampir,Alice Krige
David O. Russell,Lily Tomlin,Comedy,Naomi Watts,i heart huckabee,Isabelle Huppert
Fred Dekker,Rip Torn,Action Crime Sci-Fi Thriller,CCH Pounder,robocop ,Mako
Brian Trenchard-Smith,Udo Kier,Action Adventure Fantasy Sci-Fi Thriller,Michael Biehn,megiddo: the omega code ,Franco Nero
Blake Edwards,Vernon Dobtcheff,Comedy Drama Musical Romance War,Rock Hudson,darling lil,Jeremy Kemp
Hugh Wilson,Alex Rocco,Comedy Family Romance,Brendan Fraser,dudley do-righ,Eric Idle
Camille Delamarre,Noémie Lenoir,Action Crime Thriller,Ed Skrein,the transporter refuele,Radivoje Bukvic
Laurence Dunmore,Jack Davenport,Drama Romance,Johnny Depp,the libertin,Richard Coyle
Paul Verhoeven,Sebastian Koch,Drama Thriller War,Michiel Huisman,black boo,Christian Berkel
Christian Carion,Dany Boon,Drama History Music Romance War,Gary Lewis,joyeux noe,Ian Richardson
David Palmer,Tom Arnold,Action Comedy Romance,Bradley Cooper,hit and ru,Beau Bridges
Callie Khouri,Ted Danson,Comedy Crime Thriller,Stephen Root,mad mone,Roger Cross
Rowan Joffe,Ben Crompton,Drama Mystery Thriller,Colin Firth,before i go to slee,Anne-Marie Duff
William Friedkin,Joe Spinell,Adventure Drama Thriller,Roy Scheider,sorcere,Amidou
John Curran,Milla Jovovich,Drama Thriller,Robert De Niro,ston,Frances Conroy
Laurent Tirard,Ludivine Sagnier,Comedy History,Romain Duris,molièr,Fabrice Luchini
Scott Cooper,Sam Shepard,Crime Drama Thriller,Christian Bale,out of the furnac,Dendrie Taylor
Tony Gilroy,Denis O'Hare,Crime Drama Mystery Thriller,Tom Wilkinson,michael clayto,Sydney Pollack
Peter Segal,Bradley Whitford,Adventure Comedy,Wilford Brimley,my fellow american,Sela Ward
Mark Pellington,Spencer Treat Clark,Crime Drama Thriller,Jeff Bridges,arlington roa,Hope Davis
Juan José Campanella,Diego Ramos,Adventure Animation Family Sport,Pablo Rago,underdog,Gabriel Almirón
Woody Allen,Judy Davis,Comedy Romance,Ornella Muti,to rome with lov,Alessandra Mastronardi
Clint Eastwood,Warren Clarke,Action Adventure Thriller,Clint Eastwood,firefo,Kenneth Colley
Trey Parker,Eric Idle,Animation Comedy Fantasy Musical,Minnie Driver,south park: bigger longer & uncu,Trey Parker
Frank Oz,Ewen Bremner,Comedy,Peter Dinklage,death at a funera,Kris Marshall
Stuart Gillard,John Aylward,Action Adventure Comedy Family Fantasy Sci-Fi,Paige Turco,teenage mutant ninja turtles ii,Matt Hill
Brian Robbins,D.B. Sweeney,Drama Sport,Keanu Reeves,hardbal,DeWayne Warren
David O. Russell,Robert De Niro,Comedy Drama Romance,Jennifer Lawrence,silver linings playboo,Bradley Cooper
Richard LaGravenese,Scott Glenn,Biography Crime Drama,Hunter Parrish,freedom writer,Imelda Staunton
Tyler Perry,Loretta Devine,Drama,Omari Hardwick,for colored girl,Kimberly Elise
Louis Leterrier,Qi Shu,Action Crime Thriller,Jason Statham,the transporte,Matt Schulze
Jeff Wadlow,Neil Brown Jr.,Action Drama Sport,Djimon Hounsou,never back dow,Leslie Hope
Katt Shea,Rachel Blanchard,Horror Sci-Fi Thriller,Jason London,the rage: carrie ,Eddie Kaye Thomas
,unknown,Game-Show Reality-TV Romance,Chris Harrison,the bachelor           ,unknown
Sam Mendes,Jim Gaffigan,Comedy Drama Romance,Catherine O'Hara,away we g,Carmen Ejogo
Joshua Michael Stern,Judge Reinhold,Comedy Drama,Madeline Carroll,swing vot,Nathan Lane
Brad Silberling,Holly Hunter,Drama Romance,Jake Gyllenhaal,moonlight mil,Bob Clendenin
Tomas Alfredson,Colin Firth,Drama Mystery Thriller,Benedict Cumberbatch,tinker tailor soldier sp,Gary Oldman
John Duigan,Jill Hennessy,Comedy Drama Romance,Elaine Hendrix,moll,Sarah Wynter
Jodie Foster,Cherry Jones,Drama,Jennifer Lawrence,the beave,Riley Thomas Stewart
Colin Higgins,Barry Corbin,Comedy Musical,Dolly Parton,the best little whorehouse in texa,Dom DeLuise
David Cronenberg,Sarah Polley,Horror Sci-Fi Thriller,Jennifer Jason Leigh,existen,Callum Rennie
Steven Spielberg,Karen Allen,Action Adventure,Harrison Ford,raiders of the lost ar,William Hootkins
Chris Columbus,Kieran Culkin,Adventure Comedy Family,Macaulay Culkin,home alone 2: lost in new yor,Devin Ratray
Steven Spielberg,Teri Garr,Drama Sci-Fi,Bob Balaban,close encounters of the third kin,Melinda Dillon
Jim Sonzero,Christina Milian,Drama Horror Sci-Fi Thriller,Ian Somerhalder,puls,Rick Gonzalez
Tony Scott,Judge Reinhold,Action Comedy Crime Thriller,Dean Stockwell,beverly hills cop i,Ronny Cox
Adam Shankman,Kimberly J. Brown,Comedy,Angus T. Jones,bringing down the hous,Steve Harris
Jonathan Demme,Scott Glenn,Crime Drama Horror Thriller,Anthony Hopkins,the silence of the lamb,Anthony Heald
Penelope Spheeris,Lara Flynn Boyle,Comedy Music,Tia Carrere,wayne's worl,Kurt Fuller
Jeff Tremaine,Steve-O,Action Comedy Documentary,Bam Margera,jackass 3,Chris Pontius
Jeannot Szwarc,Murray Hamilton,Adventure Horror Thriller,Roy Scheider,jaws ,Joseph Mascolo
Raja Gosnell,Nick Zano,Adventure Comedy Drama Family Romance,Jamie Lee Curtis,beverly hills chihuahu,Ali Hillis
James Wan,Lili Taylor,Horror Mystery Thriller,Mackenzie Foy,the conjurin,Hayley McFarland
Brian Levant,Tracy Morgan,Adventure Comedy Family Romance,Nia Long,are we there yet,Jay Mohr
Ben Falcone,Mark Duplass,Comedy,Gary Cole,tamm,Ben Falcone
D.J. Caruso,Aaron Yoo,Drama Mystery Thriller,Sarah Roemer,disturbi,Jose Pablo Cantillo
Richard Linklater,Sarah Silverman,Comedy Music,Miranda Cosgrove,school of roc,Mike White
Paul W.S. Anderson,Cary-Hiroyuki Tagawa,Action Adventure Fantasy Sci-Fi Thriller,Christopher Lambert,mortal komba,Bridgette Wilson-Sampras
Paul McGuigan,Christopher Cousins,Drama Mystery Romance Thriller,Jessica Paré,wicker par,Mark Camacho
Keenen Ivory Wayans,Jaime King,Comedy Crime,Busy Philipps,white chick,Brittany Daniel
Alexander Payne,Nick Krause,Comedy Drama,Shailene Woodley,the descendant,Beau Bridges
Andrew Davis,Zane Holtz,Adventure Comedy Drama Family Mystery,Tim Blake Nelson,hole,Ski Carr
Julie Anne Robinson,Bobby Coleman,Drama Family Music Romance,Kelly Preston,the last son,Melissa Ordway
Steve McQueen,Scoot McNairy,Biography Drama History,Quvenzhané Wallis,12 years a slav,Taran Killam
Charles Stone III,Nick Cannon,Comedy Drama Music Romance,Leonard Roberts,drumlin,Jason Weaver
Tyler Perry,Cicely Tyson,Comedy Drama Romance,Michael Jai White,why did i get married too,Tasha Smith
Tim Burton,Dianne Wiest,Fantasy Romance,Johnny Depp,edward scissorhand,Conchata Ferrell
Thea Sharrock,Emilia Clarke,Drama Romance,Sam Claflin,me before yo,Brendan Coyle
Tyler Perry,Tom Arnold,Comedy Crime Drama,John Amos,madea's witness protectio,Romeo Miller
William Friedkin,Fernando Rey,Action Crime Drama Thriller,Roy Scheider,the french connectio,Tony Lo Bianco
Jon Lucas,Jay Hernandez,Comedy,Mila Kunis,bad mom,Jada Pinkett Smith
Aaron Seltzer,Carmen Electra,Comedy Romance,Alyson Hannigan,date movi,Fred Willard
Robin Budd,Rob Paulsen,Adventure Animation Family Fantasy,Roger Rees,return to never lan,Spencer Breslin
Ava DuVernay,Tom Wilkinson,Biography Drama History,David Oyelowo,selm,Oprah Winfrey
Steve Trenbirth,Phil Collins,Adventure Animation Family Musical,Haley Joel Osment,the jungle book ,Tony Jay
Stephen Kay,Skye McCole Bartusiak,Drama Horror Mystery Thriller,Barry Watson,boogeyma,Charles Mesure
Mennan Yapo,Amber Valletta,Drama Mystery Thriller,Nia Long,premonitio,Marc Macaulay
Jun Falkenstein,John Fiedler,Animation Comedy Drama Family Musical,Kath Soucie,the tigger movi,Ken Sansom
Jaume Collet-Serra,CCH Pounder,Horror Mystery Thriller,Jimmy Bennett,orpha,Aryana Engineer
Boaz Yakin,Joseph Julian Soria,Adventure Family,Jay Hernandez,ma,Edgar Arreola
,David Mann,Comedy,Lamman Rucker,meet the browns           ,Denise Boutte
Jason Friedberg,Carmen Electra,Adventure Comedy,David Carradine,epic movi,Fred Willard
John Milius,Mako,Adventure Fantasy,William Smith,conan the barbaria,Sandahl Bergman
Tom McCarthy,Jamey Sheridan,Biography Crime Drama History,Billy Crudup,spotligh,Brian d'Arcy James
Neil LaBute,Justin Chambers,Crime Drama Thriller,Jay Hernandez,lakeview terrac,Robert Pine
Takashi Shimizu,Sarah Roemer,Horror Thriller,Sarah Michelle Gellar,the grudge ,Matthew Knight
Kevin Rodney Sullivan,James Pickens Jr.,Comedy Drama Romance,Richard Lawson,how stella got her groove bac,Barry Shabaka Henley
