,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
1179,Brian Helgeland,Rufus Sewell,Action Adventure Romance,Heath Ledger,a knight's tal,Bérénice Bejo
1180,Gordon Chan,Lee Evans,Action Comedy Fantasy,Julian Sands,the medallio,Anthony Chau-Sang Wong
1181,M. Night Shyamalan,Haley Joel Osment,Drama Mystery Thriller,Bruce Willis,the sixth sens,Olivia Williams
1182,Asger Leth,Mandy Gonzalez,Action Crime Thriller,Robert Clohessy,man on a ledg,J. Smith-Cameron
1183,David Frankel,Kevin Pollak,Comedy,Joel McHale,the big yea,JoBeth Williams
1184,John G. Avildsen,William Zabka,Action Drama Family Sport,Martin Kove,the karate ki,William Bassett
1185,David O. Russell,Christian Bale,Crime Drama,Jennifer Lawrence,american hustl,Bradley Cooper
1186,Anne Fletcher,Denis O'Hare,Comedy Drama Romance,Ryan Reynolds,the proposa,Craig T. Nelson
1187,Bruce Beresford,Annabeth Gish,Crime Mystery Thriller,Bruce Greenwood,double jeopard,Bruce Campbell
1188,Robert Zemeckis,Jeffrey Weissman,Adventure Comedy Sci-Fi,Lea Thompson,back to the future part i,Thomas F. Wilson
1189,Luc Besson,Morgan Freeman,Action Sci-Fi Thriller,Scarlett Johansson,luc,Amr Waked
1190,Sam Taylor-Johnson,Luke Grimes,Drama Romance,Jennifer Ehle,fifty shades of gre,Callum Rennie
1191,Robert Rodriguez,Salma Hayek,Action Adventure Comedy Family Sci-Fi,Sylvester Stallone,spy kids 3-d: game ove,Alexa PenaVega
1192,Joel Schumacher,Matthew McConaughey,Crime Drama Thriller,Kevin Spacey,a time to kil,Oliver Platt
1193,Shawn Levy,Alyson Stoner,Comedy Family,Tom Welling,cheaper by the doze,Bonnie Hunt
1194,Peter Berg,Scott Elrod,Action Biography Drama Thriller War,Jerry Ferrara,lone survivo,Dan Bilzerian
1195,Penny Marshall,Lori Petty,Comedy Drama Sport,Tom Hanks,a league of their ow,Rosie O'Donnell
1196,James Wan,Frances O'Connor,Horror Mystery Thriller,Javier Botet,the conjuring ,Robin Atkin Downes
1197,David Fincher,Dustin Fitzsimons,Biography Drama,Andrew Garfield,the social networ,Marcella Lentz-Pope
1198,Ken Kwapis,Sabrina Revelle,Comedy Drama Romance,Carmen Perez,he's just not that into yo,Sachiko Ishida
1199,David Zucker,Carmen Electra,Comedy,Beau Mirchoff,scary movie ,Regina Hall
1200,Wes Craven,Roger Jackson,Horror Mystery,Kelly Rutherford,scream ,Nancy O'Dell
1201,Robert Zemeckis,Jeffrey Weissman,Adventure Comedy Sci-Fi Western,Lea Thompson,back to the future part ii,Thomas F. Wilson
1202,Etan Cohen,Alison Brie,Comedy Crime,Will Ferrell,get har,Craig T. Nelson
1203,Francis Ford Coppola,Anthony Hopkins,Fantasy Horror Romance,Keanu Reeves,bram stoker's dracul,Gary Oldman
1204,Nora Ephron,Mary Lynn Rajskub,Biography Drama Romance,Meryl Streep,julie & juli,Vanessa Ferlito
1205,Brian Helgeland,Christopher Meloni,Biography Drama Sport,Harrison Ford,4,Nicole Beharie
1206,Anthony Minghella,Matt Damon,Crime Drama Thriller,Philip Seymour Hoffman,the talented mr. riple,Jack Davenport
1207,Bobby Farrelly,Kathleen Turner,Comedy,Bill Murray,dumb and dumber t,Rob Riggle
1208,Frank Marshall,Bruce Greenwood,Adventure Drama Family,Paul Walker,eight belo,Wendy Crewson
1209,Nancy Meyers,Anne Hathaway,Comedy Drama,Robert De Niro,the inter,Rene Russo
1210,Tim Story,Nadine Velazquez,Action Comedy,Olivia Munn,ride along ,Bruce McGill
1211,Michael Mann,Terry Kinney,Action Adventure Drama Romance War,Wes Studi,the last of the mohican,Eric Schweig
1212,Taylor Hackford,Curtis Armstrong,Biography Drama Music,Bokeem Woodbine,ra,Harry Lennix
1213,Frank Miller,Powers Boothe,Crime Thriller,Rosario Dawson,sin cit,Jason Douglas
1214,Pete Travis,Edgar Ramírez,Crime Drama Mystery Thriller,Dennis Quaid,vantage poin,William Hurt
1215,John Hamburg,Jon Favreau,Comedy Romance,J.K. Simmons,"i love you, ma",Jane Curtin
1216,Bobby Farrelly,Bruce McGill,Comedy Drama Fantasy Romance,Jason Alexander,shallow ha,Susan Ward
1217,Oliver Stone,Jay O. Sanders,Drama History Thriller,Sally Kirkland,jf,Cheryl Penland
1218,John Whitesell,Nia Long,Comedy Crime,Chloë Grace Moretz,big momma's house ,Marisol Nichols
1219,Gore Verbinski,Brad Pitt,Adventure Comedy Crime Romance,J.K. Simmons,the mexica,Julia Roberts
1220,Angelina Jolie Pitt,Jack O'Connell,Biography Drama Sport War,Finn Wittrock,unbroke,Alex Russell
1221,Burr Steers,Hunter Parrish,Comedy Drama Family Fantasy Romance,Matthew Perry,17 agai,Thomas Lennon
1222,Nick Cassavetes,Kate Upton,Comedy Romance,Don Johnson,the other woma,David Thornton
1223,David R. Ellis,Andrew Fiscella,Horror,Krista Allen,the final destinatio,Shantel VanSanten
1224,Steven Spielberg,Mark Rylance,Drama History Thriller,Tom Hanks,bridge of spie,Amy Ryan
1225,John Moore,David Keith,Action Drama Thriller War,Joaquim de Almeida,behind enemy line,Sam Jaeger
1226,Nicholas Stoller,Mario Lopez,Comedy Music,Pink,get him to the gree,Lino Facioli
1227,Peter Chelsom,Nick Cannon,Comedy Drama Romance,Lisa Ann Walter,shall we danc,Omar Benson Miller
1228,Joe Dante,Denis Leary,Action Adventure Comedy Family Sci-Fi,Kirsten Dunst,small soldier,Robert Picardo
1229,Mark A.Z. Dippé,Frank Welker,Action Horror,Michael Jai White,spaw,Miko Hughes
1230,Kevin Reynolds,James Frain,Action Adventure Drama Romance Thriller,Henry Cavill,the count of monte crist,Michael Wincott
1231,Brad Furman,Margarita Levieva,Crime Drama Thriller,Matthew McConaughey,the lincoln lawye,Frances Fisher
1232,Jaume Collet-Serra,Frank Langella,Action Mystery Thriller,Liam Neeson,unknow,Aidan Quinn
1233,Christopher Nolan,Hugh Jackman,Drama Mystery Sci-Fi Thriller,Christian Bale,the prestig,Scarlett Johansson
1234,Sean Anders,Christoph Waltz,Comedy Crime,Kevin Spacey,horrible bosses ,Lindsay Sloane
1235,Cal Brunker,Paul Scheer,Adventure Animation Comedy Family Sci-Fi,Brendan Fraser,escape from planet eart,Jonathan Morgan Heit
1236,Mel Gibson,Dalia Hernández,Action Adventure Drama Thriller,Rudy Youngblood,apocalypt,Jonathan Brewer
1237,John Glen,Desmond Llewelyn,Action Adventure Thriller,Joe Don Baker,the living daylight,Art Malik
1238,Nimród Antal,Alice Braga,Action Adventure Sci-Fi Thriller,Topher Grace,predator,Derek Mears
1239,Ivan Reitman,Debra Winger,Comedy Crime Romance,Brian Dennehy,legal eagle,Roscoe Lee Browne
1240,David Koepp,Charles S. Dutton,Mystery Thriller,Johnny Depp,secret windo,Timothy Hutton
1241,Alejandro Agresti,Dylan Walsh,Drama Fantasy Romance,Keanu Reeves,the lake hous,Ebon Moss-Bachrach
1242,Iain Softley,Deneen Tyler,Horror Mystery Thriller,Gena Rowlands,the skeleton ke,Joy Bryant
1243,Peter Hedges,Odeya Rush,Comedy Drama Family Fantasy,Jennifer Garner,the odd life of timothy gree,Common
1244,Paul Weiland,Beau Garrett,Comedy Romance,Busy Philipps,made of hono,Kevin Sussman
1245,Clint Eastwood,Steve Schirripa,Biography Drama Music Musical,Johnny Cannizzaro,jersey boy,Scott Vance
1246,Francis Ford Coppola,Dean Stockwell,Crime Drama Thriller,Matt Damon,the rainmake,Virginia Madsen
1247,Mathieu Kassovitz,Charles S. Dutton,Horror Mystery Thriller,Robert Downey Jr.,gothik,Bernard Hill
1248,Steven Spielberg,Morgan Freeman,Drama History,Anthony Hopkins,amista,Matthew McConaughey
1249,John McTiernan,José Wilker,Adventure Drama Romance,Lorraine Bracco,medicine ma,Sean Connery
1250,Colin Strause,Johnny Lewis,Action Horror Sci-Fi Thriller,Sam Trammell,aliens vs. predator: requie,Ian Whyte
1251,Donald Petrie,John Larroquette,Comedy Family,Macaulay Culkin,ri¢hie ri¢,Jonathan Hyde
1252,Joan Chen,Sam Trammell,Drama Romance,J.K. Simmons,autumn in new yor,Elaine Stritch
1253,Marc Lawrence,Scott Porter,Comedy Music Romance,Brad Garrett,music and lyric,Haley Bennett
1254,Greg Mottola,Nelson Ascencio,Adventure Comedy Sci-Fi,Bobby Lee,pau,Jeremy Owen
1255,Anne Fletcher,Tom Virtue,Comedy Drama,Miriam Margolyes,the guilt tri,Julene Renee
1256,Wes Craven,Aimee Teegarden,Horror Mystery,Alison Brie,scream ,Shenae Grimes-Beech
1257,Joel Schumacher,Chris Bauer,Mystery Thriller,Nicolas Cage,8m,Anthony Heald
1258,Oliver Stone,Kevin Dillon,Biography Drama Music Musical,Michael Wincott,the door,Kathleen Quinlan
1259,Jake Kasdan,Randall Park,Comedy,James Wilcox,sex tap,Nat Faxon
1260,Diane Keaton,Celia Weston,Comedy Drama,Adam Arkin,hanging u,Jesse James
1261,Steven Quale,Jacqueline MacInnes Wood,Horror,Emma Bell,final destination ,Courtney B. Vance
1262,Kelly Makin,Burt Young,Comedy Crime Romance,Jeanne Tripplehorn,mickey blue eye,Vincent Pastore
1263,Mimi Leder,Haley Joel Osment,Drama,Kevin Spacey,pay it forwar,Angie Dickinson
1264,Bobby Farrelly,KaDee Strickland,Comedy Drama Romance Sport,Jimmy Fallon,fever pitc,Ione Skye
1265,,Melissa Altro,Animation Comedy Family,Bruce Dinsmore,arthur           ,Daniel Brochu
1266,Steven Brill,Shaun Weiss,Comedy Drama,Lisa Ann Walter,drillbit taylo,Matt Walsh
1267,Seth MacFarlane,Charlize Theron,Comedy Western,Liam Neeson,a million ways to die in the wes,Seth MacFarlane
1268,Russell Mulcahy,Peter Boyle,Action Adventure Crime Fantasy Mystery Thriller,Jonathan Winters,the shado,John Kapelos
1269,Stephen Daldry,Thomas Horn,Adventure Drama Mystery,Tom Hanks,extremely loud & incredibly clos,Stephen Henderson
1270,Roger Michell,Patti D'Arbanville,Comedy Drama Romance,Noah Bean,morning glor,Vanessa Aspillaga
1271,Jim Sheridan,Bill Duke,Biography Crime Drama Music,50 Cent,get rich or die tryin,Marc John Jefferies
1272,Christian Duguay,Cary-Hiroyuki Tagawa,Action Adventure Crime Thriller,Michael Biehn,the art of wa,Anne Archer
1273,Chris Columbus,David Fine,Drama Musical Romance,Rosario Dawson,ren,Jesse L. Martin
1274,Chuck Russell,Jimmy Smits,Crime Drama Horror Thriller,Rufus Sewell,bless the chil,Angela Bettis
1275,Sam Weisman,Valerie Perri,Comedy,Oliver Hudson,the out-of-towner,Carlease Burke
1276,John Frankenheimer,Temuera Morrison,Horror Sci-Fi Thriller,Marlon Brando,the island of dr. morea,Marco Hofschneider
1277,Peter Hyams,Justin Chambers,Action Adventure Romance,Catherine Deneuve,the musketee,Stephen Rea
1278,Justin Chadwick,Scarlett Johansson,Biography Drama History Romance,Natalie Portman,the other boleyn gir,Benedict Cumberbatch
1279,Pat O'Connor,Charlize Theron,Drama Romance,Keanu Reeves,sweet novembe,Frank Langella
1280,Stephen Hopkins,Andrea Frankle,Horror Thriller,Stephen Rea,the reapin,William Ragsdale
1281,Martin Scorsese,David Carradine,Crime Drama Romance Thriller,Robert De Niro,mean street,David Proval
1282,Penny Marshall,Cliff Robertson,Comedy Drama,Ed Begley Jr.,renaissance ma,Lillo Brancato
1283,Olivier Megaton,Callum Blue,Action Crime Drama Thriller,Jordi Mollà,colombian,Jesse Borrego
1284,Frederik Du Chau,Jaleel White,Adventure Animation Comedy Drama Family Fantasy Musical,Gary Oldman,the magic sword: quest for camelo,Eric Idle
1285,Michael Caton-Jones,James Franco,Crime Drama Mystery Thriller,Robert De Niro,city by the se,John Doman
1286,Irwin Winkler,Nathan Lane,Drama Romance,Mira Sorvino,at first sigh,Steven Weber
1287,Joseph Kahn,Jay Hernandez,Action Comedy Crime,Dane Cook,torqu,Christina Milian
1288,Harold Becker,Martin Landau,Drama Thriller,Al Pacino,city hal,Bridget Fonda
1289,Paul Verhoeven,Elizabeth Berkley,Drama,Bobbie Phillips,showgirl,Robert Davi
1290,Sofia Coppola,Shirley Henderson,Biography Drama History Romance,Kirsten Dunst,marie antoinett,Rip Torn
1291,Barbet Schroeder,Michael Rapaport,Action Crime Thriller,Nicolas Cage,kiss of deat,Philip Baker Hall
1292,Stephen Kay,Miranda Richardson,Action Crime Drama Thriller,Sylvester Stallone,get carte,Lauren Lee Smith
1293,J.A. Bayona,Geraldine Chaplin,Drama Thriller,Naomi Watts,the impossibl,Oaklee Pendergast
1294,Elaine May,Warren Beatty,Action Adventure Comedy Music Thriller,Carol Kane,ishta,Isabelle Adjani
1295,Wes Anderson,Meryl Streep,Adventure Animation Comedy Crime Family,Bill Murray,fantastic mr. fo,Helen McCrory
1296,Stephen Herek,Stockard Channing,Comedy Romance,Angelina Jolie Pitt,life or something like i,James Gammon
1297,John Carpenter,Michael McKean,Comedy Romance Sci-Fi Thriller,Richard Epcar,memoirs of an invisible ma,Patricia Heaton
1298,Jean-Pierre Jeunet,Jamel Debbouze,Comedy Romance,Mathieu Kassovitz,améli,Isabelle Nanty
1299,Dennie Gordon,Bob Saget,Comedy Crime Family Romance,Mary-Kate Olsen,new york minut,Riley Smith
1300,Charles Shyer,Nia Long,Comedy Drama Romance,Omar Epps,alfi,Jane Krakowski
1301,Ken Kwapis,Tim Blake Nelson,Biography Drama Romance,Ted Danson,big miracl,Andrew Daly
1302,Ulu Grosbard,Treat Williams,Drama,Alexa PenaVega,the deep end of the ocea,Jonathan Jackson
1303,William Malone,Jeffrey Combs,Crime Horror Thriller,Natascha McElhone,feardotco,Udo Kier
1304,Paul Weitz,Salma Hayek,Action Adventure Fantasy Thriller,Josh Hutcherson,cirque du freak: the vampire's assistan,Patrick Fugit
1305,Paul McGuigan,Spencer Wilding,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,victor frankenstei,Daniel Mays
1306,Danny DeVito,Amber Valletta,Comedy,Justin Theroux,duple,Harvey Fierstein
1307,Malcolm D. Lee,Sean Hayes,Comedy Drama Music,Bernie Mac,soul me,Mike Epps
1308,Jerry Jameson,Jason Robards,Action Adventure Drama Thriller,M. Emmet Walsh,raise the titani,Anne Archer
1309,Mic Rodgers,Daniel von Bargen,Action Sci-Fi,Michael Jai White,universal soldier: the retur,Xander Berkeley
1310,Christian Alvart,Dennis Quaid,Action Horror Mystery Sci-Fi Thriller,Norman Reedus,pandoru,Eddie Rouse
1311,Gary Fleder,Mekhi Phifer,Drama Mystery Sci-Fi Thriller,Gary Dourdan,imposto,Tim Guinee
1312,Christian Duguay,Bridgette Wilson-Sampras,Action Adventure Thriller,Rufus Sewell,extreme op,Rupert Graves
1313,Jean-Marie Poiré,Matt Ross,Comedy Fantasy Sci-Fi,Bridgette Wilson-Sampras,just visitin,John Aylward
1314,Danny Boyle,Benedict Wong,Adventure Sci-Fi Thriller,Chris Evans,sunshin,Troy Garity
1315,Brian Robbins,Lou Saliba,Comedy Drama,John Gatins,a thousand word,Greg Collins
1316,Marc F. Adler,Anne Bancroft,Adventure Animation Comedy Fantasy Romance,Eric Idle,delg,Kelly Ripa
1317,Pierre Morel,Mark Rylance,Action Crime Drama Mystery Thriller,Ray Winstone,the gunma,Jasmine Trinca
1318,Geoffrey Sax,Sophie Okonedo,Action Adventure Family Thriller,Alex Pettyfer,alex rider: operation stormbreake,Ashley Walters
1319,D.J. Caruso,Aaron Yoo,Drama Mystery Thriller,Sarah Roemer,disturbi,Jose Pablo Cantillo
1320,Iain Softley,Fisher Stevens,Comedy Crime Drama Thriller,Angelina Jolie Pitt,hacker,Lorraine Bracco
1321,Richard Shepard,Zan Marolt,Adventure Comedy Drama Romance Thriller War,James Brolin,the hunting part,Ljubomir Kerekes
1322,Joel Coen,Bill Cobbs,Comedy Fantasy,Jennifer Jason Leigh,the hudsucker prox,John Mahoney
1323,Peter Ho-Sun Chan,Takeshi Kaneshiro,Action Drama History Romance War,Jet Li,the warlord,Andy Lau
1324,Sergey Bodrov,Kuno Becker,Drama History War,Jay Hernandez,nomad: the warrio,Jason Scott Lee
1325,Joon-ho Bong,Ewen Bremner,Action Drama Sci-Fi Thriller,Chris Evans,snowpierce,Kang-ho Song
1326,Bibo Bergeron,Bob Balaban,Adventure Animation Comedy Fantasy Music Romance,Adam Goldberg,a monster in pari,François Cluzet
1327,Jeff Nathanson,Glenn Morshower,Comedy,Matthew Broderick,the last sho,Tim Blake Nelson
1328,Alex Proyas,Bai Ling,Action Drama Fantasy,Michael Wincott,the cro,David Patrick Kelly
1329,S.S. Rajamouli,Anushka Shetty,Action Adventure Drama Fantasy War,Tamannaah Bhatia,baahubali: the beginnin,Prabhas
1330,Robert Schwentke,Brooklynn Proulx,Drama Fantasy Romance Sci-Fi,Arliss Howard,the time traveler's wif,Michelle Nolden
1331,Michael Lehmann,Stephen Collins,Comedy Romance,Colin Ferguson,because i said s,Tom Everett Scott
1332,Rob Cohen,Vin Diesel,Action Crime Thriller,Paul Walker,the fast and the furiou,Jordana Brewster
1333,Tim Burton,Catherine O'Hara,Animation Comedy Family Horror Sci-Fi,Martin Landau,frankenweeni,Atticus Shaffer
1334,Joss Whedon,Sean Maher,Action Adventure Sci-Fi Thriller,Adam Baldwin,serenit,Michael Hitchcock
1335,Charles S. Dutton,Charles S. Dutton,Biography Drama Romance Sport,Omar Epps,against the rope,Tim Daly
1336,Richard Lester,Robert Vaughn,Action Comedy Sci-Fi,Margot Kidder,superman ii,Jackie Cooper
1337,Peter Segal,Sylvester Stallone,Comedy Sport,Robert De Niro,grudge matc,Oscar Gale
1338,John Woo,Tony Chiu Wai Leung,Action Adventure Drama History War,Takeshi Kaneshiro,red clif,Wei Zhao
1339,Andy Tennant,Mary Lynn Rajskub,Comedy Romance,Ethan Embry,sweet home alabam,Courtney Gains
1340,Robert Luketic,John Michael Higgins,Comedy Romance,Gerard Butler,the ugly trut,Eric Winter
1341,Jonathan Lynn,Phil Hartman,Comedy,Austin Pendleton,sgt. bilk,Max Casella
1342,Robert Rodriguez,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,Steve Buscemi,spy kids 2: island of lost dream,Emily Osment
1343,David Carson,Alan Ruck,Action Adventure Mystery Sci-Fi Thriller,LeVar Burton,star trek: generation,Jonathan Frakes
1344,Kar-Wai Wong,Hye-kyo Song,Action Biography Drama,Tony Chiu Wai Leung,the grandmaste,Elvis Tsui
1345,Francis Lawrence,Christoph Waltz,Drama Romance,Robert Pattinson,water for elephant,James Frain
1346,,Wayne Knight,Comedy Family Sci-Fi,Joseph Gordon-Levitt,3rd rock from the sun           ,Kristen Johnston
1347,Yuefeng Song,Bianca Collins,Adventure Animation Family Fantasy,Blythe Auffarth,dragon nest: warriors' daw,Jiao Xu
1348,Norman Jewison,Vincent Pastore,Biography Drama Sport,Denzel Washington,the hurrican,Deborah Kara Unger
1349,Michael Apted,Jeff Kober,Crime Drama Thriller,Bill Cobbs,enoug,Billy Campbell
1350,David Mirkin,Anne Bancroft,Comedy Crime Romance,Sarah Silverman,heartbreaker,Jeffrey Jones
1351,Andy Fickman,Daniella Alonso,Action Comedy Crime,D.B. Woodside,paul blart: mall cop ,Eduardo Verástegui
1352,Luis Mandoki,Shirley Knight,Drama Romance,Sonia Braga,angel eye,Kari Matchett
1353,John Pasquin,Ken Marino,Comedy Drama,Jim Belushi,joe somebod,Kelly Lynch
1354,Roman Polanski,Frank Langella,Mystery Thriller,Johnny Depp,the ninth gat,Lena Olin
1355,Michael Apted,Paul Guilfoyle,Crime Drama Mystery Thriller,J.K. Simmons,extreme measure,Bill Nunn
1356,Stephen Herek,Dagmara Dominczyk,Drama Music,Beth Grant,rock sta,Matthew Glave
1357,Lee Daniels,Gabourey Sidibe,Drama,Mo'Nique,preciou,Mariah Carey
1358,Ridley Scott,Jason Marsden,Adventure Drama,Jeff Bridges,white squal,Ethan Embry
1359,John Carpenter,Richard Masur,Horror Mystery Sci-Fi,Wilford Brimley,the thin,David Clennon
1360,David Twohy,Nolan Gerard Funk,Action Sci-Fi Thriller,Vin Diesel,riddic,Bokeem Woodbine
1361,Jeb Stuart,Claudia Stedelin,Crime Mystery Thriller,Gregory Scott Cummins,switchbac,Ted Markland
1362,Steve Miner,Usher Raymond,Action Adventure Drama Thriller Western,Tom Skerritt,texas ranger,Leonor Varela
1363,Gil Kenan,Toby Jones,Adventure Family Fantasy Sci-Fi,Bill Murray,city of embe,Harry Treadaway
1364,Paul Thomas Anderson,Jeffrey W. Jenkins,Drama,Mike Howard,the maste,Bruce Goodchild
1365,David Leland,Ryan Cartwright,Adventure Comedy History Romance,Hayden Christensen,virgin territor,David Walliams
1366,Gary Fleder,Nicole Beharie,Biography Drama Sport,Dennis Quaid,the expres,Charles S. Dutton
1367,J Blakeson,Maggie Siff,Action Adventure Sci-Fi Thriller,Chloë Grace Moretz,the 5th wav,Nick Robinson
1368,Ryan Coogler,Phylicia Rashad,Drama Sport,Sylvester Stallone,cree,Graham McTavish
1369,Ben Affleck,Jon Hamm,Crime Drama Thriller,Jeremy Renner,the tow,Owen Burke
1370,Kirk Jones,Dennis Quaid,Comedy Drama Romance,Anna Kendrick,what to expect when you're expectin,Thomas Lennon
1371,Ethan Coen,Brad Pitt,Comedy Drama,J.K. Simmons,burn after readin,Kevin Sussman
1372,Jennifer Flackett,Anthony Simcoe,Adventure Comedy Family Fantasy,Gerard Butler,nim's islan,Christopher James Baker
1373,Ron Howard,Olivia Wilde,Action Biography Drama Sport,Chris Hemsworth,rus,Alexandra Maria Lara
1374,Paul Thomas Anderson,Neil Flynn,Drama,Patton Oswalt,magnoli,Jim Meskimen
1375,Kevin Smith,Tracy Morgan,Action Comedy Crime,Bruce Willis,cop ou,Kevin Pollak
1376,Christian Ditter,Damon Wayans Jr.,Comedy Romance,Alison Brie,how to be singl,Nicholas Braun
1377,Charles Martin Smith,Michael Roark,Drama Family,Morgan Freeman,dolphin tal,Harry Connick Jr.
1378,Catherine Hardwicke,Taylor Lautner,Drama Fantasy Romance,Kristen Stewart,twiligh,Anna Kendrick
